id,title,year,venue,authors
journals/vldb/HansonCDERTX98, A Flexible and Recoverable Client/Server Database Event Notification System,1998,VLDB J.,Chun Xu  Eric N. Hanson  Roxana Dastur  I.-Cheng Chen  Vijay Ramaswamy  Wendy Tan  Kurt Engel
conf/sigmod/KeoghCMP01, Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases,2001,SIGMOD Conference,Kaushik Chakrabarti  Sharad Mehrotra  Eamonn J. Keogh  Michael J. Pazzani
conf/sigmod/LivnyRBCDLMW97a, DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract),1997,SIGMOD Conference,Jussi Myllymaki  Shilpa Lawande  Donko Donjerkovic  Raghu Ramakrishnan  Guangshun Chen  Kevin S. Beyer  Miron Livny  R. Kent Wenger
journals/sigmod/SayginVC01, Using Unknowns to Prevent Discovery of Association Rules,2001,SIGMOD Record,Chris Clifton  Y�cel Saygin  Vassilios S. Verykios
journals/sigmod/Ritter98, The Middleware Muddle,1998,SIGMOD Record,David Ritter
conf/sigmod/ChenRW02, XCache: a semantic caching system for XML queries,2002,SIGMOD Conference,Elke A. Rundensteiner  Song Wang  Li Chen
conf/sigmod/Olson95, Cover Your Assets,1995,SIGMOD Conference,Michael A. Olson
journals/vldb/SakuraiYUK02, Spatial indexing of high-dimensional data based on relative approximation,2002,VLDB J.,Shunsuke Uemura  Masatoshi Yoshikawa  Yasushi Sakurai  Haruhiko Kojima
conf/sigmod/McAuliffeCS96, Towards Effective and Efficient Free Space Management,1996,SIGMOD Conference,Marvin H. Solomon  Michael J. Carey  Mark L. McAuliffe
conf/sigmod/DasGR03, Approximate Join Processing Over Data Streams,2003,SIGMOD Conference,Johannes Gehrke  Abhinandan Das  Mirek Riedewald
journals/vldb/C95, Title  Announcement,1995,VLDB J.,?
conf/vldb/WeberSB98, A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces,1998,VLDB,Stephen Blott  Roger Weber  Hans-J�rg Schek
conf/vldb/Vingralek02, GnatDb: A Small-Footprint  Secure Database System,2002,VLDB,Radek Vingralek
conf/sigmod/BeyerR99, Bottom-Up Computation of Sparse and Iceberg CUBEs,1999,SIGMOD Conference,Kevin S. Beyer  Raghu Ramakrishnan
conf/sigmod/ChenGK01, Query Optimization In Compressed Database Systems,2001,SIGMOD Conference,Zhiyuan Chen  Flip Korn  Johannes Gehrke
journals/sigmod/Snodgrass02b, Rights of TODS Readers  Authors and Reviewers,2002,SIGMOD Record,Richard T. Snodgrass
journals/sigmod/CalvaneseGLV03, Reasoning on regular path queries,2003,SIGMOD Record,Giuseppe De Giacomo  Moshe Y. Vardi  Maurizio Lenzerini  Diego Calvanese
conf/vldb/NatsevCSLV01, Supporting Incremental Join Queries on Ranked Inputs,2001,VLDB,John R. Smith  Yuan-Chi Chang  Chung-Sheng Li  Jeffrey Scott Vitter  Apostol Natsev
conf/sigmod/JagadishLS99, Snakes and Sandwiches: Optimal Clustering Strategies for a Data Warehouse,1999,SIGMOD Conference,Laks V. S. Lakshmanan  Divesh Srivastava  H. V. Jagadish
conf/sigmod/Bussler01, Semantic B2B Integration,2001,SIGMOD Conference,Christoph Bussler
conf/sigmod/DanS95, An Online Video Placement Policy based on Bandwith to Space Ratio (BSR),1995,SIGMOD Conference,Dinkar Sitaram  Asit Dan
journals/sigmod/Aberer02c, Book Review Column,2002,SIGMOD Record,Karl Aberer
journals/tods/GutingBEJLSV00, A foundation for representing and quering moving objects,2000,ACM Trans. Database Syst.,Michael H. B�hlen  Christian S. Jensen  Michalis Vazirgiannis  Nikos A. Lorentzos  Markus Schneider  Ralf Hartmut G�ting  Martin Erwig
conf/sigmod/HanKS97, GeoMiner: A System Prototype for Spatial Data Mining,1997,SIGMOD Conference,Jiawei Han  Nebojsa Stefanovic  Krzysztof Koperski
conf/vldb/RosenthalS94, Data Integration in the Large: The Challenge of Reuse,1994,VLDB,Leonard J. Seligman  Arnon Rosenthal
conf/vldb/MengLLA03, OrientStore: A Schema Based Native XML Storage System,2003,VLDB,Jing An  Mong-Li Lee  Daofeng Luo  Xiaofeng Meng
conf/vldb/KornMS02, Reverse Nearest Neighbor Aggregates Over Data Streams,2002,VLDB,Flip Korn  S. Muthukrishnan  Divesh Srivastava
journals/sigmod/Segev94, Editor's Notes,1994,SIGMOD Record,Arie Segev
conf/vldb/SakuraiYKU01, Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,2001,VLDB,Yasushi Sakurai  Shunsuke Uemura  Masatoshi Yoshikawa  Ryoji Kataoka
journals/tods/YanG94, Index Structures for Selective Dissemination of Information Under the Boolean Model,1994,ACM Trans. Database Syst.,Tak W. Yan  Hector Garcia-Molina
conf/sigmod/Maguire01, Catalog Management in Websphere Commerce Suite,2001,SIGMOD Conference,Thomas Maguire
conf/sigmod/BabcockO03, Distributed Top-K Monitoring,2003,SIGMOD Conference,Chris Olston  Brian Babcock
conf/sigmod/GuptaMR95, Adapting Materialized Views after Redefinitions,1995,SIGMOD Conference,Ashish Gupta  Inderpal Singh Mumick  Kenneth A. Ross
journals/sigmod/NascimentoSP03, Analysis of SIGMOD's co-authorship graph,2003,SIGMOD Record,Mario A. Nascimento  J�rg Sander  Jeffrey Pound
conf/sigmod/RundensteinerCCSO00, SERFing the Web: Web Site Management Made Easy,2000,SIGMOD Conference,Kajal T. Claypool  Elke A. Rundensteiner  Hong Su  Keiji Oenoki  Li Chen
journals/vldb/C94, Title  Foreword,1994,VLDB J.,?
journals/sigmod/RossCGJBV99, Reminiscences on Influential Papers,1999,SIGMOD Record,Jan Van den Bussche  Surajit Chaudhuri  Moshe Y. Vardi  Kenneth A. Ross  G�sta Grahne  H. V. Jagadish
conf/sigmod/SionAP03, Rights Protection for Relational Data,2003,SIGMOD Conference,Sunil Prabhakar  Radu Sion  Mikhail J. Atallah
conf/sigmod/AdelbergD99, Nodose Version 2.0,1999,SIGMOD Conference,Brad Adelberg  Matthew Denny
conf/vldb/SayalCDS02, Business Process Cockpit,2002,VLDB,Umeshwar Dayal  Mehmet Sayal  Ming-Chien Shan  Fabio Casati
conf/vldb/BargaP95, A Practical and Modular Implementation of Extended Transaction Models,1995,VLDB,Roger S. Barga  Calton Pu
conf/sigmod/ChenCPPSTM00, Internet Traffic Warehouse,2000,SIGMOD Conference,Claudio Petrone  Marco Mesiti  Munir Cochinwala  Patrizia Santa  Chung-Min Chen  Sunil Samtani  Marc Pucci
conf/sigmod/FernandezMS01, Efficient Evaluation of XML Middle-ware Queries,2001,SIGMOD Conference,Mary F. Fernandez  Dan Suciu  Atsuyuki Morishima
conf/vldb/OzsuLON01, An Extendible Hash for Multi-Precision Similarity Querying of Image Databases,2001,VLDB,M. Tamer �zsu  Shu Lin  Raymond T. Ng  Vincent Oria
journals/tods/ChoG03, Effective page refresh policies for Web crawlers,2003,ACM Trans. Database Syst.,Junghoo Cho  Hector Garcia-Molina
journals/sigmod/ChenHKPW94, Metadata for Mixed-Media Access,1994,SIGMOD Record,Julian Kupiec  Jan O. Pedersen  Lynn Wilcox  Marti A. Hearst  Francine Chen
conf/vldb/SevcikK96, Filter Trees for Managing Spatial Data over a Range of Size Granularities,1996,VLDB,Kenneth C. Sevcik  Nick Koudas
journals/sigmod/CfP99, The Active Database Central  ER2000  VLDB 2000  WISE 2000  Books  ACM DL,1999,SIGMOD Record,?
conf/vldb/MatiasVW00, Dynamic Maintenance of Wavelet-Based Histograms,2000,VLDB,Yossi Matias  Jeffrey Scott Vitter  Min Wang
conf/sigmod/WangPFY03, ViST: A Dynamic Index Method for Querying XML Data by Tree Structures,2003,SIGMOD Conference,Wei Fan  Sanghyun Park  Philip S. Yu  Haixun Wang
journals/vldb/DanYC95, Characterization of Database Access Pattern for Analytic Prediction of Buffer Hit Probability,1995,VLDB J.,Jen-Yao Chung  Asit Dan  Philip S. Yu
journals/sigmod/MillerHHYHFP01, The Clio Project: Managing Heterogeneity,2001,SIGMOD Record,Ren�e J. Miller  C. T. Howard Ho  Lucian Popa  Ling-Ling Yan  Ronald Fagin  Mauricio A. Hern�ndez  Laura M. Haas
conf/vldb/GravanoG97, Merging Ranks from Heterogeneous Internet Sources,1997,VLDB,Hector Garcia-Molina  Luis Gravano
conf/sigmod/ChawatheG97, Meaningful Change Detection in Structured Data,1997,SIGMOD Conference,Hector Garcia-Molina  Sudarshan S. Chawathe
conf/vldb/GarofalakisG02, Querying and Mining Data Streams: You Only Get One Look,2002,VLDB,Minos N. Garofalakis  Johannes Gehrke
conf/vldb/FlorescuLS98, Is Web-site Management a Database Problem?,1998,VLDB,Daniela Florescu  Dan Suciu  Alon Y. Levy
conf/vldb/Kuhn03, The Zero-Delay Data Warehouse: Mobilizing Heterogeneous Databases,2003,VLDB,eva K�hn
journals/sigmod/LudwigG00, Report in ISDO '00: The CAiSE*00 Workshop on Infrastructures for Dynamic Business-to-Business Service Outsourcinga,2000,SIGMOD Record,Paul W. P. J. Grefen  Heiko Ludwig
conf/vldb/SrinivasanDFCJYKTDB00, Oracle8i Index-Organized Table and Its Application to New Domains,2000,VLDB,Anh-Tuan Tran  Chuck Freiwald  Aravind Yalamanchi  Samuel DeFazio  Souripriya Das  Ramkumar Krishnan  Jagannathan Srinivasan  Mahesh Jagannath  Eugene Inseok Chong  Jayanta Banerjee
conf/vldb/SteenhagenABB94, From Nested-Loop to Join Queries in OODB,1994,VLDB,Peter M. G. Apers  Hennie J. Steenhagen  Henk M. Blanken  Rolf A. de By
conf/sigmod/ChristophidesCS00, On Wrapping Query Languages and Efficient XML Integration,2000,SIGMOD Conference,J�r�me Sim�on  Vassilis Christophides  Sophie Cluet
journals/sigmod/RashidS00, Object Database Evolution Using Separation of Concerns,2000,SIGMOD Record,Peter Sawyer  Awais Rashid
conf/vldb/Schoning03, Commercial Use of Database Technology,2003,VLDB,Harald Sch�ning
journals/sigmod/McClatcheyV97, Workshop on Workflow Management in Scientific and Engineering Applications - Report,1997,SIGMOD Record,Gottfried Vossen  Richard McClatchey
journals/tods/KorthS94, Formal Aspects of Concurrency Control in Long-Duration Transaction Systems Using the NT/PV Model,1994,ACM Trans. Database Syst.,Henry F. Korth  Gregory D. Speegle
conf/sigmod/JonssonFS98, Interaction of Query Evaluation and Buffer Management for Information Retrieval,1998,SIGMOD Conference,Bj�rn ��r J�nsson  Divesh Srivastava  Michael J. Franklin
conf/vldb/ChaudhuriG99, Evaluating Top-k Selection Queries,1999,VLDB,Luis Gravano  Surajit Chaudhuri
journals/sigmod/BusslerFM02, A Conceptual Architecture for Semantic Web Enabled Web Services,2002,SIGMOD Record,Dieter Fensel  Alexander Maedche  Christoph Bussler
journals/vldb/C95b, Title  Preface to the Special Issue on Persistent Object Systems,1995,VLDB J.,?
conf/sigmod/BerchtoldBK98, The Pyramid-Technique: Towards Breaking the Curse of Dimensionality,1998,SIGMOD Conference,Christian B�hm  Hans-Peter Kriegel  Stefan Berchtold
conf/sigmod/GillmannWSWW00, A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite,2000,SIGMOD Conference,German Shegalov  Gerhard Weikum  Wolfgang Wonner  Michael Gillmann  Jeanine Wei�enfels
conf/vldb/LimWPVP02, XPathLearner: An On-line Self-Tuning Markov Histogram for XML Path Selectivity Estimation,2002,VLDB,Lipyeow Lim  Ronald Parr  Jeffrey Scott Vitter  Sriram Padmanabhan  Min Wang
conf/vldb/AgarwalADGNRS96, On the Computation of Multidimensional Aggregates,1996,VLDB,Sunita Sarawagi  Ashish Gupta  Rakesh Agrawal  Prasad Deshpande  Jeffrey F. Naughton  Sameet Agarwal  Raghu Ramakrishnan
conf/vldb/RantzauCHM02, Champagne: Data Change Propagation for Heterogeneous Information Systems,2002,VLDB,Holger Meinecke  Uwe Heinkel  Ralf Rantzau  Carmen Constantinescu
conf/sigmod/BohannonDGKLNS03, ROLEX: Relational On-Line Exchange with XML,2003,SIGMOD Conference,Pradeep Shenoy  Xin Dong  Henry F. Korth  Philip Bohannon  P. P. S. Narayan  Chengkai Li  Sumit Ganguly
conf/vldb/HulgeriS03, AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions,2003,VLDB,Arvind Hulgeri  S. Sudarshan
conf/vldb/StohrR01, WARLOCK: A Data Allocation Tool for Parallel Warehouses,2001,VLDB,Thomas St�hr  Erhard Rahm
journals/sigmod/Franklin99, Editor's Notes,1999,SIGMOD Record,Michael J. Franklin
conf/sigmod/AgrawalCFGHIIMMSS94, Quest: A Project on Database Mining,1994,SIGMOD Conference,Ramakrishnan Srikant  Balakrishna R. Iyer  Christos Faloutsos  Arun N. Swami  H. Miranda  Sakti P. Ghosh  A. Mahboob  Maurice A. W. Houtsma  Michael J. Carey  Tomasz Imielinski  Rakesh Agrawal
conf/vldb/ChaHKK01, Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,2001,VLDB,Sangyong Hwang  Kihong Kim  Sang Kyun Cha  Keunjoo Kwon
conf/sigmod/HernandezMHYHT01, Clio: A Semi-Automatic Tool For Schema Mapping,2001,SIGMOD Conference,Laura M. Haas  Ren�e J. Miller  Mauricio A. Hern�ndez
conf/sigmod/HillyerS96, Random I/O Scheduling in Online Tertiary Storage Systems,1996,SIGMOD Conference,Bruce Hillyer  Abraham Silberschatz
journals/sigmod/MedskerCS95, A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,1995,SIGMOD Record,Carl Medsker  Margaret Christensen  Il-Yeol Song
conf/vldb/CosleyLP02, REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex,2002,VLDB,Dan Cosley  Steve Lawrence  David M. Pennock
conf/vldb/PereiraFLS00, Publish/Subscribe on the Web at Extreme Speed,2000,VLDB,Dennis Shasha  Radu Preotiuc-Pietro  Jo�o Pereira  Kenneth A. Ross  Fran�ois Llirbat  Fran�oise Fabret
journals/sigmod/GottlobKP03, XPath Processing in a Nutshell,2003,SIGMOD Record,Georg Gottlob  Christoph Koch  Reinhard Pichler
conf/sigmod/GatziuGD95, The SAMOS Active DBMS Prototype,1995,SIGMOD Conference,Klaus R. Dittrich  Stella Gatziu  Andreas Geppert
conf/vldb/BassiliadesV95, A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,1995,VLDB,Nick Bassiliades  Ioannis P. Vlahavas
conf/sigmod/Bosworth03, The Future of Web Services - I,2003,SIGMOD Conference,Adam Bosworth
journals/vldb/LiCHH01, Supporting efficient multimedia database exploration,2001,VLDB J.,K. Sel�uk Candan  Yoshinori Hara  Kyoji Hirata  Wen-Syan Li
journals/vldb/BunemanFS00, UnQL: A Query Language and Algebra for Semistructured Data Based on Structural Recursion,2000,VLDB J.,Mary F. Fernandez  Peter Buneman  Dan Suciu
conf/vldb/StohrMR00, Multi-Dimensional Database Allocation for Parallel Data Warehouses,2000,VLDB,Holger M�rtens  Erhard Rahm  Thomas St�hr
conf/vldb/LockemannKKKN97, The Network as a Global Database: Challenges of Interoperability  Proactivity  Interactiveness  Legacy,1997,VLDB,Arne Koschel  Ralf Kramer  Ralf Nikolai  Peter C. Lockemann  Mechtild Wallrath  Ulrike K�lsch  Hans-Dirk Walter
conf/vldb/NetzCBF00, Integration of Data Mining with Database Technology,2000,VLDB,Amir Netz  Surajit Chaudhuri  Jeff Bernhardt  Usama M. Fayyad
conf/vldb/Greco98, Binding Propagation in Disjunctive Databases,1998,VLDB,Sergio Greco
conf/vldb/GrumbachRS00, Manipulating Interpolated Data is Easier than You Thought,2000,VLDB,St�phane Grumbach  Philippe Rigaux  Luc Segoufin
conf/sigmod/NgWY01, Iceberg-cube computation with PC clusters,2001,SIGMOD Conference,Yu Yin  Raymond T. Ng  Alan S. Wagner
conf/vldb/LabioYCGW00, Performance Issues in Incremental Warehouse Maintenance,2000,VLDB,Hector Garcia-Molina  Wilburt Labio  Yingwei Cui  Jennifer Widom  Jun Yang
journals/sigmod/Snodgrass97a, Chair's Message,1997,SIGMOD Record,Richard T. Snodgrass
journals/sigmod/Gunther97, Environment Information Systems - Guest Editor's Foreword,1997,SIGMOD Record,Oliver G�nther
journals/sigmod/PuSW01, Infosphere Project: System Support for Information Flow Applications,2001,SIGMOD Record,Calton Pu  Jonathan Walpole  Karsten Schwan
journals/sigmod/WenLMZ03, A Multi-paradigm Querying Approach for a Generic Multimedia Database Management System,2003,SIGMOD Record,Ji-Rong Wen  Qing Li  Wei-Ying Ma  HongJiang Zhang
journals/sigmod/McHughW97, Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,1997,SIGMOD Record,Jennifer Widom  Jason McHugh
conf/vldb/ScheuermannSV96, WATCHMAN : A Data Warehouse Intelligent Cache Manager,1996,VLDB,Peter Scheuermann  Radek Vingralek  Junho Shim
journals/vldb/DattaDVRN01, An architecture to support scalable online personalization on the Web,2001,VLDB J.,Kaushik Dutta  Debra E. VanderMeer  Krithi Ramamritham  Anindya Datta  Shamkant B. Navathe
journals/vldb/BonifatiCP01, Active rules for XML: A new paradigm for E-services,2001,VLDB J.,Stefano Ceri  Stefano Paraboschi  Angela Bonifati
journals/sigmod/Gallagher94, Influencing Database Language Standards,1994,SIGMOD Record,Leonard Gallagher
conf/sigmod/Tajima96, Static Detection of Security Flaws in Object-Oriented Databases,1996,SIGMOD Conference,Keishi Tajima
journals/sigmod/WuY00, Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,2000,SIGMOD Record,Philip S. Yu  Kun-Lung Wu
journals/tods/CaldersNW02, Searching for dependencies at multiple abstraction levels,2002,ACM Trans. Database Syst.,Jef Wijsen  Toon Calders  Raymond T. Ng
conf/sigmod/ShuklaD00, Tutorial: LDAP Directory Services - Just Another Database Application?,2000,SIGMOD Conference,Anand Deshpande  Shridhar Shukla
conf/sigmod/Jagadish94, Databases for Networks,1994,SIGMOD Conference,H. V. Jagadish
conf/sigmod/WoelkBJOTU95, Carnot and InfoSleuth: Database Technology and the World Wide Web,1995,SIGMOD Conference,K. Ong  Christine Tomlinson  Darrell Woelk  C. Unnikrishnan  William Bohrer  Nigel Jacobs
journals/vldb/HalkidiNVV03, THESUS: Organizing Web document collections based on link semantics,2003,VLDB J.,Benjamin Nguyen  Iraklis Varlamis  Maria Halkidi  Michalis Vazirgiannis
journals/sigmod/Lomet98, B-tree Page Size When Caching is Considered,1998,SIGMOD Record,David B. Lomet
conf/vldb/GuptaHQ95, Aggregate-Query Processing in Data Warehousing Environments,1995,VLDB,Venky Harinarayan  Dallan Quass  Ashish Gupta
conf/vldb/GravanoG95, Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,1995,VLDB,Luis Gravano  Hector Garcia-Molina
journals/sigmod/Hoffner03, Fundamentals of data warehouses: 2nd revised and extended edition,2003,SIGMOD Record,Vernon Hoffner
conf/sigmod/ArasuBBDIRW03, STREAM: The Stanford Stream Data Manager,2003,SIGMOD Conference,Jennifer Widom  Mayur Datar  Shivnath Babu  Justin Rosenstein  Itaru Nishizawa  Arvind Arasu  Keith Ito  Brian Babcock
conf/vldb/Baru96, Performance of Future Database Systems: Bottlenecks and Bonananzas,1996,VLDB,Chaitanya K. Baru
conf/vldb/YanL95, Eager Aggregation and Lazy Aggregation,1995,VLDB,Weipeng P. Yan  Per-�ke Larson
journals/tods/WandSW99, An Ontological Analysis of the Relationship Construct in Conceptual Modeling,1999,ACM Trans. Database Syst.,Veda C. Storey  Yair Wand  Ron Weber
